id,customer_id,transaction_date,online_order,order_status,product_id,brand,product_line,product_class,product_size
584,1019,9/13/2017,True,Cancelled,43,Solex,Standard,medium,medium
11503,1031,6/8/2017,True,Cancelled,98,Trek Bicycles,Standard,high,medium
18337,1037,10/4/2017,True,Cancelled,86,OHM Cycles,Standard,medium,medium
5276,1043,7/29/2017,False,Cancelled,46,Solex,Standard,low,medium
5126,1048,4/3/2017,True,Cancelled,39,Giant Bicycles,Standard,medium,large
9320,1084,9/25/2017,True,Cancelled,31,Giant Bicycles,Standard,medium,medium
12026,1117,3/2/2017,False,Cancelled,35,Trek Bicycles,Standard,low,medium
11271,1119,1/5/2017,,Cancelled,17,Solex,Standard,high,medium
14145,1134,10/6/2017,True,Cancelled,27,Trek Bicycles,Standard,medium,medium
13667,1158,12/14/2017,False,Cancelled,4,Giant Bicycles,Standard,high,medium
925,1186,9/14/2017,True,Cancelled,86,OHM Cycles,Standard,medium,medium
16804,1186,11/27/2017,True,Cancelled,24,Solex,Road,medium,large
14602,1205,12/8/2017,False,Cancelled,39,Giant Bicycles,Standard,medium,large
753,1216,5/7/2017,False,Cancelled,22,WeareA2B,Standard,medium,medium
18011,1224,10/15/2017,,Cancelled,79,Norco Bicycles,Standard,medium,medium
8215,1235,6/11/2017,False,Cancelled,98,Trek Bicycles,Standard,high,medium
13490,1236,7/9/2017,True,Cancelled,53,Giant Bicycles,Standard,high,medium
5047,1243,10/21/2017,True,Cancelled,40,OHM Cycles,Standard,high,medium
12331,1314,11/23/2017,,Cancelled,69,Giant Bicycles,Road,medium,medium
12487,1324,4/7/2017,False,Cancelled,32,Giant Bicycles,Standard,medium,medium
1689,1329,12/19/2017,False,Cancelled,63,Solex,Standard,medium,medium
14897,1400,4/17/2017,True,Cancelled,8,Solex,Road,medium,small
6203,1422,2/11/2017,True,Cancelled,33,Giant Bicycles,Standard,medium,small
250,1454,11/25/2017,False,Cancelled,48,WeareA2B,Standard,medium,medium
5175,1479,3/23/2017,False,Cancelled,93,WeareA2B,Standard,medium,medium
11547,1559,1/18/2017,False,Cancelled,66,Solex,Standard,medium,medium
9284,1594,10/16/2017,True,Cancelled,3,Trek Bicycles,Standard,medium,large
6343,1602,9/21/2017,False,Cancelled,65,WeareA2B,Standard,medium,medium
5103,1649,6/8/2017,True,Cancelled,69,Giant Bicycles,Road,medium,medium
4125,1688,12/7/2017,False,Cancelled,72,Norco Bicycles,Standard,medium,medium
6496,1725,4/12/2017,True,Cancelled,62,Solex,Standard,high,medium
5461,1726,12/21/2017,,Cancelled,0,Norco Bicycles,Road,medium,medium
6782,1726,1/7/2017,True,Cancelled,69,Norco Bicycles,Road,medium,large
4852,1762,1/29/2017,True,Cancelled,13,Solex,Standard,medium,medium
19410,1771,1/15/2017,False,Cancelled,79,Norco Bicycles,Standard,medium,medium
17079,1775,6/20/2017,True,Cancelled,46,Solex,Standard,low,medium
13928,1782,3/1/2017,True,Cancelled,82,Norco Bicycles,Standard,high,medium
11220,1792,2/25/2017,True,Cancelled,49,Trek Bicycles,Road,medium,medium
1990,1816,6/1/2017,False,Cancelled,40,OHM Cycles,Standard,high,medium
3608,1844,6/23/2017,False,Cancelled,71,Solex,Standard,high,large
17907,1852,1/1/2017,True,Cancelled,63,Solex,Standard,medium,medium
19406,1860,5/29/2017,False,Cancelled,79,Norco Bicycles,Standard,medium,medium
7600,1861,10/12/2017,True,Cancelled,35,Trek Bicycles,Standard,low,medium
14146,1887,1/8/2017,False,Cancelled,39,Giant Bicycles,Standard,medium,large
893,1978,12/17/2017,False,Cancelled,66,Giant Bicycles,Road,low,small
7981,1987,6/9/2017,True,Cancelled,12,WeareA2B,Standard,medium,medium
7796,1990,12/21/2017,False,Cancelled,0,Giant Bicycles,Standard,medium,medium
14872,2008,10/21/2017,False,Cancelled,92,WeareA2B,Standard,medium,small
19958,2013,6/4/2017,True,Cancelled,56,OHM Cycles,Standard,medium,medium
795,2035,6/5/2017,True,Cancelled,5,Trek Bicycles,Mountain,low,medium
7737,2039,5/1/2017,False,Cancelled,49,Solex,Standard,medium,large
12551,2045,6/23/2017,True,Cancelled,52,Solex,Road,medium,large
6618,2048,6/11/2017,False,Cancelled,0,Norco Bicycles,Road,medium,medium
3224,2049,10/26/2017,False,Cancelled,92,WeareA2B,Touring,medium,large
139,2073,3/25/2017,False,Cancelled,32,Giant Bicycles,Standard,high,medium
6276,2073,12/12/2017,False,Cancelled,22,Solex,Standard,medium,medium
5787,2078,10/9/2017,True,Cancelled,42,OHM Cycles,Road,medium,small
9970,2088,12/11/2017,True,Cancelled,70,Trek Bicycles,Standard,high,medium
879,2101,11/9/2017,True,Cancelled,3,Trek Bicycles,Standard,medium,large
13218,2110,8/21/2017,True,Cancelled,67,Solex,Standard,medium,large
7086,2122,10/22/2017,True,Cancelled,18,Norco Bicycles,Standard,high,medium
13084,2149,11/14/2017,True,Cancelled,77,WeareA2B,Standard,medium,medium
13678,2191,9/3/2017,False,Cancelled,12,WeareA2B,Standard,medium,medium
4869,2200,8/14/2017,False,Cancelled,74,WeareA2B,Standard,medium,medium
5766,2202,7/24/2017,True,Cancelled,50,WeareA2B,Standard,medium,small
11764,2234,11/3/2017,True,Cancelled,34,Norco Bicycles,Road,high,large
4438,2253,8/14/2017,True,Cancelled,18,Solex,Standard,medium,medium
1004,2254,5/16/2017,False,Cancelled,0,,,,
16141,2298,5/8/2017,False,Cancelled,51,OHM Cycles,Standard,high,medium
13673,2301,8/11/2017,False,Cancelled,66,Giant Bicycles,Road,low,small
18753,2305,8/1/2017,True,Cancelled,24,Solex,Road,medium,large
19823,2312,12/2/2017,False,Cancelled,3,Trek Bicycles,Standard,medium,large
9443,2339,12/19/2017,True,Cancelled,68,OHM Cycles,Standard,medium,medium
1215,2372,8/24/2017,True,Cancelled,6,OHM Cycles,Standard,high,medium
17378,2391,6/2/2017,False,Cancelled,75,Giant Bicycles,Touring,medium,large
17706,2403,5/29/2017,True,Cancelled,70,Trek Bicycles,Standard,high,medium
858,2440,3/8/2017,True,Cancelled,81,Norco Bicycles,Standard,medium,small
8940,2462,9/12/2017,False,Cancelled,91,Solex,Standard,medium,medium
16564,2483,5/12/2017,True,Cancelled,86,OHM Cycles,Standard,medium,medium
18905,2494,3/20/2017,True,Cancelled,98,OHM Cycles,Standard,medium,medium
15908,2522,4/13/2017,False,Cancelled,59,WeareA2B,Standard,medium,small
3871,2548,2/1/2017,False,Cancelled,41,Solex,Road,medium,medium
11663,2570,7/11/2017,False,Cancelled,9,OHM Cycles,Road,medium,medium
16906,2602,8/15/2017,True,Cancelled,70,Trek Bicycles,Standard,high,medium
1475,2629,6/17/2017,True,Cancelled,12,Giant Bicycles,Standard,medium,large
4744,2647,12/18/2017,True,Cancelled,9,Norco Bicycles,Standard,medium,small
1421,2651,3/29/2017,True,Cancelled,9,OHM Cycles,Road,medium,medium
17053,2680,8/3/2017,False,Cancelled,2,Solex,Standard,medium,medium
14141,2709,11/2/2017,True,Cancelled,0,Trek Bicycles,Road,medium,medium
16675,2718,1/26/2017,False,Cancelled,6,Solex,Standard,high,medium
19273,2738,8/13/2017,True,Cancelled,23,Norco Bicycles,Mountain,low,small
5410,2741,10/12/2017,False,Cancelled,34,WeareA2B,Standard,medium,medium
7423,2762,3/8/2017,True,Cancelled,60,Giant Bicycles,Standard,high,small
255,2801,4/1/2017,True,Cancelled,67,Norco Bicycles,Road,medium,medium
16528,2851,6/16/2017,True,Cancelled,90,Norco Bicycles,Standard,low,medium
7794,2852,4/7/2017,False,Cancelled,43,Norco Bicycles,Standard,medium,medium
11810,2852,12/5/2017,True,Cancelled,74,WeareA2B,Standard,medium,medium
4144,2877,5/13/2017,False,Cancelled,89,WeareA2B,Touring,medium,large
12332,2884,11/23/2017,False,Cancelled,50,WeareA2B,Standard,medium,small
17849,2890,7/28/2017,True,Cancelled,40,OHM Cycles,Standard,high,medium
10180,2894,5/27/2017,True,Cancelled,1,Giant Bicycles,Standard,medium,medium
2153,2916,12/4/2017,False,Cancelled,38,Solex,Standard,medium,medium
12194,2916,3/11/2017,True,Cancelled,8,Solex,Road,medium,small
5906,2922,7/5/2017,True,Cancelled,34,Norco Bicycles,Road,high,large
1376,2924,7/16/2017,False,Cancelled,23,Norco Bicycles,Mountain,low,small
2482,2929,4/30/2017,True,Cancelled,63,Solex,Standard,medium,medium
10628,2936,7/26/2017,True,Cancelled,52,OHM Cycles,Road,medium,medium
10034,2942,6/25/2017,True,Cancelled,45,Trek Bicycles,Road,low,medium
18388,2979,9/7/2017,True,Cancelled,68,OHM Cycles,Standard,medium,medium
9019,2993,5/15/2017,False,Cancelled,89,WeareA2B,Touring,medium,large
5323,3010,1/1/2017,False,Cancelled,11,Giant Bicycles,Standard,high,medium
1616,3040,1/19/2017,True,Cancelled,3,Trek Bicycles,Standard,medium,large
3287,3114,12/27/2017,True,Cancelled,8,Solex,Road,medium,small
3737,3126,5/22/2017,True,Cancelled,0,Norco Bicycles,Road,medium,medium
17618,3146,4/9/2017,False,Cancelled,99,OHM Cycles,Standard,medium,medium
18420,3166,6/21/2017,True,Cancelled,77,Norco Bicycles,Road,medium,large
12486,3194,8/25/2017,True,Cancelled,44,WeareA2B,Standard,medium,medium
10565,3204,4/18/2017,True,Cancelled,14,Trek Bicycles,Standard,medium,small
17417,3208,5/12/2017,True,Cancelled,0,Trek Bicycles,Standard,high,medium
6141,3218,4/6/2017,False,Cancelled,33,Giant Bicycles,Standard,medium,small
10268,3231,10/26/2017,False,Cancelled,13,Solex,Standard,medium,medium
5165,3240,11/22/2017,True,Cancelled,1,Giant Bicycles,Standard,medium,medium
4957,3285,8/11/2017,True,Cancelled,71,Solex,Standard,high,large
14833,3286,1/15/2017,True,Cancelled,43,Solex,Standard,medium,medium
11137,3404,2/20/2017,True,Cancelled,30,Solex,Standard,high,medium
5809,3460,11/5/2017,False,Cancelled,71,Solex,Standard,high,large
18486,3465,7/1/2017,True,Cancelled,67,Solex,Standard,medium,large
17642,3485,5/29/2017,True,Cancelled,72,OHM Cycles,Standard,medium,medium
94,1,12/23/2017,False,Approved,86,OHM Cycles,Standard,medium,medium
3765,1,4/6/2017,True,Approved,38,Solex,Standard,medium,medium
5157,1,5/11/2017,True,Approved,47,Trek Bicycles,Road,low,small
9785,1,1/5/2017,False,Approved,72,Norco Bicycles,Standard,medium,medium
13424,1,2/21/2017,False,Approved,2,Solex,Standard,medium,medium
13644,1,5/19/2017,False,Approved,25,Giant Bicycles,Road,medium,medium
14486,1,3/27/2017,False,Approved,23,Norco Bicycles,Mountain,low,small
14931,1,12/14/2017,True,Approved,31,Giant Bicycles,Standard,medium,medium
15663,1,6/4/2017,True,Approved,32,Giant Bicycles,Standard,medium,medium
16423,1,12/9/2017,True,Approved,9,OHM Cycles,Road,medium,medium
18970,1,3/29/2017,True,Approved,11,Giant Bicycles,Standard,high,medium
2261,2,5/4/2017,True,Approved,1,Giant Bicycles,Standard,medium,medium
6743,2,6/11/2017,False,Approved,85,WeareA2B,Standard,medium,medium
16411,2,8/24/2017,False,Approved,26,WeareA2B,Standard,medium,medium
10302,3,2/23/2017,False,Approved,33,Giant Bicycles,Standard,medium,small
11005,3,9/16/2017,False,Approved,94,Giant Bicycles,Standard,medium,large
11784,3,4/21/2017,True,Approved,55,Trek Bicycles,Road,medium,large
12954,3,4/5/2017,False,Approved,77,Norco Bicycles,Road,medium,large
13285,3,9/4/2017,False,Approved,47,Trek Bicycles,Road,low,small
15188,3,3/24/2017,False,Approved,82,Norco Bicycles,Standard,high,medium
16725,3,6/26/2017,,Approved,90,Norco Bicycles,Standard,low,medium
19498,3,9/19/2017,False,Approved,5,Trek Bicycles,Mountain,low,medium
12441,4,4/3/2017,False,Approved,95,Giant Bicycles,Standard,medium,large
14648,4,6/18/2017,True,Approved,62,Solex,Standard,medium,medium
2250,5,8/16/2017,False,Approved,34,Norco Bicycles,Road,high,large
2291,5,3/3/2017,True,Approved,23,Norco Bicycles,Mountain,low,small
2534,5,5/3/2017,False,Approved,84,Trek Bicycles,Road,medium,medium
7692,5,12/14/2017,False,Approved,39,Giant Bicycles,Standard,medium,large
13058,5,5/26/2017,True,Approved,96,WeareA2B,Road,low,small
19993,5,4/28/2017,False,Approved,13,Solex,Standard,medium,medium
902,6,5/21/2017,False,Approved,0,Trek Bicycles,Standard,high,medium
4013,6,9/16/2017,False,Approved,0,Giant Bicycles,Standard,medium,medium
5749,6,10/27/2017,True,Approved,54,WeareA2B,Standard,medium,medium
7096,6,1/28/2017,False,Approved,77,WeareA2B,Standard,medium,medium
8204,6,2/6/2017,True,Approved,12,Giant Bicycles,Standard,medium,large
3954,7,4/21/2017,False,Approved,5,Trek Bicycles,Mountain,low,medium
18369,7,2/18/2017,True,Approved,72,Norco Bicycles,Standard,medium,medium
18549,7,2/24/2017,True,Approved,22,WeareA2B,Standard,medium,medium
3688,8,9/22/2017,True,Approved,15,Norco Bicycles,Standard,low,medium
5321,8,12/8/2017,True,Approved,3,Trek Bicycles,Standard,medium,large
7636,8,7/13/2017,True,Approved,34,Norco Bicycles,Road,high,large
8415,8,4/11/2017,False,Approved,76,WeareA2B,Standard,low,medium
9039,8,10/21/2017,True,Approved,4,Giant Bicycles,Standard,high,medium
10792,8,1/4/2017,True,Approved,89,WeareA2B,Touring,medium,large
13266,8,10/4/2017,False,Approved,4,Giant Bicycles,Standard,high,medium
15024,8,4/21/2017,False,Approved,1,Giant Bicycles,Standard,medium,medium
17199,8,8/11/2017,False,Approved,45,Solex,Standard,medium,medium
19844,8,1/28/2017,,Approved,3,Trek Bicycles,Standard,medium,large
2501,9,5/10/2017,False,Approved,59,Solex,Standard,medium,large
2979,9,3/6/2017,False,Approved,85,WeareA2B,Standard,medium,medium
4233,9,10/13/2017,False,Approved,36,Solex,Standard,low,medium
8591,9,2/4/2017,False,Approved,69,Giant Bicycles,Road,medium,medium
9405,9,8/20/2017,False,Approved,6,OHM Cycles,Standard,high,medium
10662,9,9/30/2017,True,Approved,38,Solex,Standard,medium,medium
4565,10,8/26/2017,False,Approved,5,Trek Bicycles,Mountain,low,medium
5956,10,6/20/2017,True,Approved,21,Solex,Standard,medium,large
10250,10,7/13/2017,True,Approved,44,WeareA2B,Standard,medium,medium
14899,10,8/9/2017,False,Approved,69,Giant Bicycles,Road,medium,medium
16095,10,11/27/2017,False,Approved,0,,,,
18946,10,11/17/2017,False,Approved,53,OHM Cycles,Standard,medium,medium
6004,11,4/2/2017,False,Approved,28,Norco Bicycles,Standard,medium,small
9240,11,10/30/2017,True,Approved,10,WeareA2B,Touring,medium,medium
10444,11,8/2/2017,False,Approved,30,Solex,Standard,high,medium
14370,11,7/9/2017,False,Approved,10,WeareA2B,Touring,medium,medium
16846,11,6/2/2017,,Approved,85,WeareA2B,Standard,medium,medium
18879,11,11/14/2017,True,Approved,4,Giant Bicycles,Standard,high,medium
5985,12,8/21/2017,False,Approved,39,Giant Bicycles,Standard,medium,large
6705,12,9/4/2017,True,Approved,72,Norco Bicycles,Standard,medium,medium
6741,12,2/12/2017,True,Approved,72,Norco Bicycles,Standard,medium,medium
12242,12,7/23/2017,False,Approved,91,Solex,Standard,medium,medium
13818,12,8/21/2017,False,Approved,44,WeareA2B,Standard,medium,medium
14250,12,10/24/2017,True,Approved,34,Norco Bicycles,Road,high,large
19219,12,9/16/2017,False,Approved,28,Norco Bicycles,Standard,medium,small
8905,13,2/16/2017,False,Approved,66,Solex,Standard,medium,medium
11839,13,8/2/2017,True,Approved,9,Norco Bicycles,Standard,medium,small
13486,13,11/17/2017,False,Approved,17,WeareA2B,Touring,medium,large
15101,13,3/1/2017,True,Approved,49,Solex,Standard,medium,large
17639,13,12/3/2017,True,Approved,0,Trek Bicycles,Standard,high,medium
17763,13,1/6/2017,False,Approved,92,WeareA2B,Touring,medium,large
19988,13,4/5/2017,True,Approved,0,Norco Bicycles,Road,medium,medium
6044,14,11/13/2017,True,Approved,56,OHM Cycles,Standard,medium,medium
8486,14,8/16/2017,True,Approved,0,,,,
16253,14,5/11/2017,False,Approved,68,OHM Cycles,Standard,medium,medium
19381,14,10/27/2017,True,Approved,23,Norco Bicycles,Mountain,low,small
434,15,3/10/2017,False,Approved,67,Norco Bicycles,Road,medium,medium
7896,15,7/30/2017,False,Approved,26,WeareA2B,Standard,medium,medium
10707,15,9/20/2017,True,Approved,41,Solex,Road,medium,medium
11788,15,6/7/2017,True,Approved,33,Giant Bicycles,Standard,medium,small
17528,15,1/20/2017,False,Approved,2,Solex,Standard,medium,medium
17963,15,11/25/2017,True,Approved,81,Norco Bicycles,Standard,medium,small
1405,16,8/17/2017,False,Approved,3,Trek Bicycles,Standard,medium,large
5083,16,5/10/2017,False,Approved,94,Giant Bicycles,Standard,medium,large
13585,16,9/22/2017,True,Approved,68,OHM Cycles,Standard,medium,medium
14760,16,2/12/2017,False,Approved,96,WeareA2B,Road,low,small
17935,16,7/31/2017,False,Approved,99,OHM Cycles,Standard,medium,medium
1404,17,3/14/2017,False,Approved,62,Solex,Standard,medium,medium
5316,17,11/14/2017,True,Approved,78,Giant Bicycles,Standard,medium,large
10775,17,5/1/2017,False,Approved,1,Giant Bicycles,Standard,medium,medium
12747,17,10/11/2017,True,Approved,70,Trek Bicycles,Standard,high,medium
17135,17,12/30/2017,False,Approved,49,Trek Bicycles,Road,medium,medium
3506,18,7/15/2017,True,Approved,87,Giant Bicycles,Standard,high,medium
3777,18,5/11/2017,False,Approved,11,Giant Bicycles,Standard,high,medium
7092,18,3/25/2017,True,Approved,97,Solex,Standard,medium,large
8622,18,5/16/2017,False,Approved,94,Giant Bicycles,Standard,medium,large
11227,18,7/5/2017,True,Approved,40,OHM Cycles,Standard,high,medium
11922,18,6/24/2017,True,Approved,10,WeareA2B,Touring,medium,medium
17282,18,8/18/2017,False,Approved,16,Norco Bicycles,Standard,high,small
4664,19,1/31/2017,False,Approved,7,Giant Bicycles,Standard,medium,small
8866,19,9/19/2017,,Approved,36,Solex,Standard,low,medium
14850,19,3/25/2017,False,Approved,87,OHM Cycles,Standard,medium,medium
6657,20,11/1/2017,True,Approved,4,Giant Bicycles,Standard,high,medium
11330,20,11/29/2017,True,Approved,94,Giant Bicycles,Standard,medium,large
14766,20,11/20/2017,False,Approved,48,WeareA2B,Standard,medium,medium
18030,20,6/11/2017,False,Approved,3,Trek Bicycles,Standard,medium,large
2932,21,8/17/2017,True,Approved,37,OHM Cycles,Standard,low,medium
4778,21,10/22/2017,False,Approved,3,Trek Bicycles,Standard,medium,large
8915,21,12/24/2017,False,Approved,72,Norco Bicycles,Standard,medium,medium
14115,21,2/12/2017,True,Approved,25,Giant Bicycles,Road,medium,medium
19616,21,11/17/2017,False,Approved,16,Norco Bicycles,Standard,high,small
118,22,3/21/2017,False,Approved,20,Trek Bicycles,Standard,medium,small
3480,22,9/18/2017,False,Approved,32,Giant Bicycles,Standard,medium,medium
3504,22,7/16/2017,True,Approved,38,Solex,Standard,medium,medium
4601,22,5/29/2017,True,Approved,65,WeareA2B,Standard,medium,medium
8207,22,9/19/2017,False,Approved,53,OHM Cycles,Standard,medium,medium
14956,22,9/24/2017,True,Approved,45,Solex,Standard,medium,medium
16626,22,3/10/2017,False,Approved,100,Norco Bicycles,Road,medium,medium
5598,23,12/20/2017,False,Approved,85,WeareA2B,Standard,medium,medium
7429,23,10/6/2017,False,Approved,54,WeareA2B,Standard,medium,medium
7695,23,4/2/2017,True,Approved,0,,,,
7951,23,8/3/2017,True,Approved,19,Trek Bicycles,Mountain,low,medium
15587,23,10/9/2017,True,Approved,77,WeareA2B,Standard,medium,medium
17698,23,5/16/2017,False,Approved,98,OHM Cycles,Standard,medium,medium
18219,23,3/27/2017,True,Approved,0,Solex,Standard,medium,large
1783,24,12/13/2017,False,Approved,53,OHM Cycles,Standard,medium,medium
7610,24,5/11/2017,False,Approved,0,,,,
9249,24,11/13/2017,True,Approved,52,OHM Cycles,Road,medium,medium
14099,24,10/12/2017,False,Approved,89,WeareA2B,Touring,medium,large
15874,24,5/13/2017,True,Approved,11,Giant Bicycles,Standard,high,medium
15926,24,1/25/2017,False,Approved,2,Solex,Standard,medium,medium
19078,24,10/31/2017,False,Approved,40,OHM Cycles,Standard,high,medium
19263,24,10/5/2017,True,Approved,76,WeareA2B,Standard,low,medium
2354,25,3/4/2017,True,Approved,53,OHM Cycles,Standard,medium,medium
4309,25,5/23/2017,True,Approved,39,Giant Bicycles,Standard,medium,large
5770,25,9/4/2017,True,Approved,41,Solex,Road,medium,medium
6552,25,4/15/2017,False,Approved,54,WeareA2B,Standard,medium,medium
7196,25,11/23/2017,False,Approved,18,Solex,Standard,medium,medium
9193,25,9/17/2017,False,Approved,6,OHM Cycles,Standard,high,medium
10224,25,7/10/2017,False,Approved,59,Solex,Standard,medium,large
11765,25,3/8/2017,True,Approved,6,OHM Cycles,Standard,high,medium
15291,25,4/1/2017,True,Approved,28,Norco Bicycles,Standard,medium,small
16026,25,2/8/2017,True,Approved,22,WeareA2B,Standard,medium,medium
17826,25,12/25/2017,True,Approved,78,Giant Bicycles,Standard,medium,large
19252,25,12/1/2017,True,Approved,67,Norco Bicycles,Road,medium,medium
3749,26,4/15/2017,True,Approved,96,WeareA2B,Road,low,small
7674,26,4/2/2017,True,Approved,80,OHM Cycles,Touring,low,medium
7949,26,9/8/2017,False,Approved,0,,,,
849,27,7/18/2017,True,Approved,57,WeareA2B,Touring,medium,large
1275,27,4/8/2017,False,Approved,97,Solex,Standard,medium,large
5053,27,7/25/2017,False,Approved,45,Solex,Standard,medium,medium
5662,27,5/28/2017,True,Approved,92,WeareA2B,Standard,medium,small
5970,27,6/18/2017,False,Approved,15,Norco Bicycles,Standard,low,medium
11751,27,8/9/2017,False,Approved,28,Norco Bicycles,Standard,medium,small
13771,27,7/23/2017,False,Approved,79,Norco Bicycles,Standard,medium,medium
7048,28,10/8/2017,True,Approved,63,Solex,Standard,medium,medium
7775,28,1/23/2017,True,Approved,72,Norco Bicycles,Standard,medium,medium
8139,28,1/31/2017,True,Approved,70,Trek Bicycles,Standard,high,medium
8422,28,7/21/2017,True,Approved,19,OHM Cycles,Road,high,large
11105,28,4/20/2017,True,Approved,26,WeareA2B,Standard,medium,medium
13007,28,7/16/2017,False,Approved,82,Norco Bicycles,Standard,high,medium
661,29,9/16/2017,False,Approved,87,Giant Bicycles,Standard,high,medium
1898,29,3/28/2017,False,Approved,80,OHM Cycles,Touring,low,medium
7093,29,8/22/2017,False,Approved,84,Trek Bicycles,Road,medium,medium
7691,29,10/12/2017,False,Approved,65,WeareA2B,Standard,medium,medium
10676,29,1/4/2017,False,Approved,53,OHM Cycles,Standard,medium,medium
14982,29,12/8/2017,True,Approved,38,Solex,Standard,medium,medium
16431,29,8/30/2017,True,Approved,44,WeareA2B,Standard,medium,medium
19016,29,4/10/2017,True,Approved,80,OHM Cycles,Touring,low,medium
19532,29,1/25/2017,False,Approved,46,Solex,Standard,low,medium
1739,30,6/16/2017,False,Approved,3,Trek Bicycles,Standard,medium,large
3214,30,4/2/2017,True,Approved,41,Solex,Road,medium,medium
8164,30,12/19/2017,True,Approved,74,WeareA2B,Standard,medium,medium
420,31,5/25/2017,True,Approved,97,OHM Cycles,Road,medium,medium
4321,31,3/21/2017,False,Approved,99,Trek Bicycles,Road,low,small
11652,31,7/15/2017,True,Approved,22,Solex,Standard,medium,medium
14858,31,10/2/2017,True,Approved,0,Solex,Standard,medium,medium
99,32,3/26/2017,False,Approved,95,Giant Bicycles,Standard,medium,large
4734,32,4/12/2017,True,Approved,21,Solex,Standard,medium,large
8735,32,8/14/2017,False,Approved,25,Giant Bicycles,Road,medium,medium
10210,32,5/9/2017,False,Approved,97,Solex,Standard,medium,large
15069,32,1/14/2017,False,Approved,43,Solex,Standard,medium,medium
